 ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,TITULO-ACTIVIDAD,URL-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,CLASE-VIAL-INSTALACION,NOMBRE-VIA-INSTALACION,NUM-INSTALACION,DISTRITO-INSTALACION,BARRIO-INSTALACION,CODIGO-POSTAL-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO,AUDIENCIA,
11033186,"Charlas para padres","","1","1","L","14/10/2019,21/10/2019,28/10/2019,11/11/2019,18/11/2019,25/11/2019,9/12/2019,16/12/2019,23/12/2019,30/12/2019,6/1/2020,13/1/2020,20/1/2020,27/1/2020,10/2/2020,17/2/2020,24/2/2020,9/3/2020,16/3/2020,23/3/2020,30/3/2020,13/4/2020,20/4/2020,27/4/2020,11/5/2020,18/5/2020,25/5/2020,8/6/2020,15/6/2020,22/6/2020,29/6/2020,","2019-10-07 00:00:00.0","2020-06-02 23:59:00.0","20:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea6c0d3e23b8d610VgnVCM1000001d4a900aRCRD","Charlas para padres","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd7b6b6e74759610VgnVCM1000001d4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d862492de8c8c510VgnVCM2000001f4a900aRCRD","Biblioteca Pública Municipal María Lejárraga (Hortaleza)","1,6","CALLE","PRINCESA DE EBOLI","29","HORTALEZA","VALDEFUENTES","28050","444461","4482397","40.49041562546542","-3.655356751728003","/contenido/actividades/CursosTalleres","",
11091571,"Ciclo de conferencias sobre Educación","","1","1","M","11/2/2020,18/2/2020,3/3/2020,17/3/2020,24/3/2020,31/3/2020,7/4/2020,21/4/2020,28/4/2020,","2020-02-04 00:00:00.0","2020-04-14 23:59:00.0","19:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=88e981d9df32f610VgnVCM1000001d4a900aRCRD","","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD","Biblioteca Pública Municipal Mario Vargas Llosa (Centro)","1,6","CALLE","BARCELO","4","CENTRO","JUSTICIA","28004","440645","4475347","40.426642215368176","-3.699722994908341","/contenido/actividades/ConferenciasColoquios","",
11103923,"Cigüeñas","","1","0","","","2020-02-28 00:00:00.0","2020-02-28 23:59:00.0","18:00","Junior, una cigüeña, y su amiga Tulip, la única humana de Montaña Cigüeña, deben entregar a una bebé que salió de la máquina de hacer bebés por error. Tendrán que hacerlo lo antes posible, para que su jefe no se entere y se enoje con ellos. Emprenden así un viaje repleto de aventuras asombrosas.   Para todos los públicos.   Entrada libre hasta completar aforo.","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=260fe71bcde9f610VgnVCM1000001d4a900aRCRD","Viernes de cine en la biblioteca","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=655723ab5315e510VgnVCM2000001f4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)","1,6","CALLE","MARIA SEVILLA DIAGO","15","SAN BLAS-CANILLEJAS","ROSAS","28022","448214","4476029","40.433291625973624","-3.6105662311927453","/contenido/actividades/CineActividadesAudiovisuales","/usuario/Niños,/usuario/Familias",
11108932,"Cine + Charleta","","1","0","","","2020-02-20 00:00:00.0","2020-02-20 23:59:00.0","18:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af7f539f973bf610VgnVCM2000001f4a900aRCRD","Cine + Charleta","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f410bdbe6b22e610VgnVCM1000001d4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89a40a47f441f010VgnVCM2000000c205a0aRCRD","Biblioteca Pública Municipal Portazgo (Puente de Vallecas)","1,6","CALLE","CANTALAPIEDRA","11","PUENTE DE VALLECAS","NUMANCIA","28038","444376","4471605","40.393189968014696","-3.6554147649183943","/contenido/actividades/CineActividadesAudiovisuales","",
11107989,"Cinefórum: Yo no soy Madame Bovary","","1","0","","","2020-02-05 00:00:00.0","2020-02-05 23:59:00.0","18:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1d68e8984eaf610VgnVCM1000001d4a900aRCRD","Cinefórum: Yo no soy Madame Bovary","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bda68e8984eaf610VgnVCM1000001d4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13ec3d0b5e71c010VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal Benito Pérez Galdós (Centro)","1,5,6","CALLE","CONDE DUQUE","9","CENTRO","UNIVERSIDAD","28015","439723","4475438","40.42738668300474","-3.7105999955473625","/contenido/actividades/CineActividadesAudiovisuales","",
11090896,"Cinefórum: 'Gloria'","","0","0","","","2020-03-25 00:00:00.0","2020-03-25 23:59:00.0","18:00","Proyección de la película 'Gloria' (2013. Dirigida por Sebastián Lelio).","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=728488c33a22f610VgnVCM2000001f4a900aRCRD","","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD","Biblioteca Pública Municipal Mario Vargas Llosa (Centro)","1,6","CALLE","BARCELO","4","CENTRO","JUSTICIA","28004","440645","4475347","40.426642215368176","-3.699722994908341","/contenido/actividades/CineActividadesAudiovisuales","",
11090895,"Cinefórum: 'Los limoneros'","","0","0","","","2020-02-26 00:00:00.0","2020-02-26 23:59:00.0","18:00","Proyección de la película 'Los limoneros' ('Lemon Tree'. 2008. Dirección, Eran Riklis)","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=408488c33a22f610VgnVCM2000001f4a900aRCRD","","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD","Biblioteca Pública Municipal Mario Vargas Llosa (Centro)","1,6","CALLE","BARCELO","4","CENTRO","JUSTICIA","28004","440645","4475347","40.426642215368176","-3.699722994908341","/contenido/actividades/CineActividadesAudiovisuales","",
10971886,"Club de ajedrez","","1","1","X","","2019-10-02 00:00:00.0","2020-06-17 23:59:00.0","18:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f76a3337605b610VgnVCM2000001f4a900aRCRD","Club de ajedrez","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=58a454569af4b610VgnVCM2000001f4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5c548d20675e010VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal)","1,6","CALLE","ASCAO","4","CIUDAD LINEAL","PUEBLO NUEVO","28017","445570","4475617","40.42941133441142","-3.6416899839787695","/contenido/actividades/CursosTalleres","",
11105141,"Club de ajedrez en Gabriel García Márquez","","1","1","L,M","","2020-01-14 00:00:00.0","2020-06-16 23:59:00.0","18:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=39de18c7844af610VgnVCM1000001d4a900aRCRD","","","","","","","","","","","","","","","","/contenido/actividades/CursosTalleres","",
11100045,"Club de lectura en Inglés","","0","1","X","","2020-01-22 00:00:00.0","2020-03-25 23:59:00.0","18:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=08d98a41c658f610VgnVCM1000001d4a900aRCRD","","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal Iván de Vargas (Centro)","1,6","CALLE","SAN JUSTO","5","CENTRO","PALACIO","28005","439775","4473962","40.41410290844665","-3.7098591212735883","/contenido/actividades/CursosTalleres","",
11092568,"Cómo ganar amigos e influir sobre las personas","","1","0","","","2020-02-27 00:00:00.0","2020-02-27 23:59:00.0","18:30","En esta charla conocerás, de forma sencilla, técnicas fundamentales de Programación Neurolingüística (P.N.L.) para desarrollar nuestras habilidades latentes, técnicas para agradar a los demás y más.","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d95363129c23f610VgnVCM1000001d4a900aRCRD","IV Taller de crecimiento personal","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=053a3c2284238610VgnVCM1000001d4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5870007f8441f010VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal Dámaso Alonso (Chamartín)","1,6","CALLE","MANUEL FERRERO","1","CHAMARTIN","CASTILLA","28036","441962","4479867","40.467453379213175","-3.6846112774442705","/contenido/actividades/CursosTalleres","",
11124443,"Cronología de la guerra civil española","","1","0","","","2020-02-07 00:00:00.0","2020-02-07 23:59:00.0","19:00","En la biblioteca tenemos el placer de invitaros a la presentación del libro: 'Cronología de la guerra civil española: la guerra civil día a día' de Daniel Rodríguez Castro. Contaremos con la presencia de su autor y ejemplares de la obra. Organizado por la Grupo de Mesa de Memoria Histórica - Foro Local de Latina.  Entrada libre hasta completar","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cb2589923b00710VgnVCM2000001f4a900aRCRD","Presentaciones de libros en la Biblioteca Pública Municipal Ángel González","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=13b928c7de29e610VgnVCM2000001f4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec750a2153ef9210VgnVCM2000000c205a0aRCRD","Biblioteca Pública Municipal Ángel González (Latina)","1,6","CALLE","GRANJA DE TORREHERMOSA","1","LATINA","ALUCHE","28024","434954","4472113","40.397074625115906","-3.7664885474841556","/contenido/actividades/RecitalesPresentacionesActosLiterarios","",
11089402,"Cuando la comida se vuelve un enemigo por Mónica Latasa","","1","0","","","2020-02-12 00:00:00.0","2020-02-12 23:59:00.0","19:00","Mónica Latasa nos presenta el libro 'Existo: me llamo Alexia. En la burbuja de la anorexia' dentro de la charla sobre 'Cuando la comida se vuelve un enemigo'.  Entrada libre hasta completar aforo.","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=013398993e81f610VgnVCM2000001f4a900aRCRD","Presentaciones de libros en la Biblioteca Pública Municipal Mario Vargas Llosa","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5dc9cadbb571e610VgnVCM2000001f4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD","Biblioteca Pública Municipal Mario Vargas Llosa (Centro)","1,6","CALLE","BARCELO","4","CENTRO","JUSTICIA","28004","440645","4475347","40.426642215368176","-3.699722994908341","/contenido/actividades/RecitalesPresentacionesActosLiterarios","",
11124771,"Cuenta conmigo","","1","0","","","2020-02-12 00:00:00.0","2020-02-12 23:59:00.0","18:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=24921e6e4af00710VgnVCM1000001d4a900aRCRD","","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal Iván de Vargas (Centro)","1,6","CALLE","SAN JUSTO","5","CENTRO","PALACIO","28005","439775","4473962","40.41410290844665","-3.7098591212735883","/contenido/actividades/ConferenciasColoquios","/usuario/Familias",
11066540,"Curso básico de finanzas personales","","1","1","M","","2020-01-14 00:00:00.0","2020-02-25 23:59:00.0","","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=233126afcd28e610VgnVCM1000001d4a900aRCRD","Curso básico de finanzas personales","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c89026afcd28e610VgnVCM1000001d4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal La Elipa (Ciudad Lineal)","1,6","CALLE","NUESTRA SEÑORA DEL VILLAR","6","CIUDAD LINEAL","LA ELIPA","28017","444705","4474959","40.42342659084215","-3.651841641389484","/contenido/actividades/CursosTalleres","",
11029832,"Curso de ajedrez","","1","1","X","","2019-10-02 00:00:00.0","2020-06-17 23:59:00.0","20:00","","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4728be0e48e6d610VgnVCM2000001f4a900aRCRD","Curso de ajedrez","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e408be0e48e6d610VgnVCM2000001f4a900aRCRD","http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5c548d20675e010VgnVCM1000000b205a0aRCRD","Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal)","1,6","CALLE","ASCAO","4","CIUDAD LINEAL","PUEBLO NUEVO","28017","445570","4475617","40.42941133441142","-3.6416899839787695","/contenido/actividades/CursosTalleres","",
